Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating
Valhalla Knights 3,PSV,2013,Role-Playing,0.18,48,19,6.8,M
The Smurfs 2,WiiU,2013,Platform,0.09,42,5,5.6,E
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,0.03,65,17,7.3,T
Toukiden: The Age of Demons,PSV,2013,Action,0.35,71,44,8,T
Darkstalkers Resurrection,PS3,2013,Fighting,0.03,80,33,7.3,T
Resident Evil: Revelations,PS3,2013,Action,0.74,74,30,7.2,M
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,1.27,85,50,8.5,T
Assassin's Creed IV: Black Flag,PS3,2013,Action,3.71,88,36,8.1,M
Batman: Arkham Origins Blackgate,3DS,2013,Action,0.27,68,7,6.8,T
Skylanders SWAP Force,PS4,2013,Platform,0.39,79,7,5.2,E10+
Aliens: Colonial Marines,PC,2013,Shooter,0.18,45,40,3.5,M
Dynasty Warriors 8,X360,2013,Action,0.15,65,21,7.5,T
Tiger Woods PGA Tour 14,X360,2013,Sports,0.35,77,28,6.2,E
Earth Defense Force 2025,X360,2013,Shooter,0.15,68,25,8.1,M
Remember Me,X360,2013,Action,0.18,70,42,7.5,M
Crysis 3,PC,2013,Shooter,0.63,76,47,6.5,M
Assassin's Creed IV: Black Flag,PC,2013,Action,0.64,84,10,7.7,M
Defiance,PS3,2013,Shooter,0.35,59,21,6.9,M
Football Manager 2014,PC,2013,Sports,0.64,85,41,5.5,E
Remember Me,PC,2013,Action,0.06,65,26,7.4,M
Aliens: Colonial Marines,X360,2013,Shooter,0.77,48,47,3.8,M
Yumi's Odd Odyssey,3DS,2013,Platform,0.03,74,13,7.7,E
The Last of Us,PS3,2013,Action,5.87,95,98,9.1,M
Dead Rising 3,XOne,2013,Action,1.57,78,69,6.8,M
Gears of War: Judgment,X360,2013,Shooter,1.57,79,81,5.4,M
Killzone: Shadow Fall,PS4,2013,Shooter,2.69,73,88,6.8,M
Need for Speed Rivals,PS3,2013,Racing,1.27,80,6,4.9,E10+
F1 2013,PS3,2013,Racing,0.54,77,22,6.3,E
NHL 14,PS3,2013,Sports,0.54,80,22,6,E10+
The Walking Dead: Survival Instinct,X360,2013,Shooter,0.63,32,30,4,M
Batman: Arkham Origins Blackgate,PSV,2013,Action,0.42,61,38,6.8,T
One Piece: Unlimited World Red,3DS,2013,Action,0.39,75,5,7.6,T
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,0.15,65,18,8.7,T
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,0.75,81,58,7.9,E10+
Sly Cooper: Thieves in Time,PS3,2013,Platform,0.54,75,69,8.3,E10+
Zumba Fitness: World Party,XOne,2013,Misc,0.24,73,5,6.2,E
Attack on Titan: Humanity in Chains,3DS,2013,Action,0.42,46,22,4.5,M
Dynasty Warriors 8,PS3,2013,Action,0.6,68,26,8.5,T
MLB 13: The Show,PS3,2013,Sports,0.74,87,36,7.8,E
Total War: Rome II,PC,2013,Strategy,0.72,76,71,4.2,T
Pikmin 3,WiiU,2013,Strategy,1.11,87,79,8.7,E10+
Disney Infinity,X360,2013,Action,1.44,74,38,6.5,E10+
WWE 2K14,X360,2013,Sports,1.11,75,43,7.7,T
Call of Duty: Ghosts,XOne,2013,Shooter,2.92,78,7,4.3,M
Defiance,X360,2013,Shooter,0.57,60,27,7.2,M
NBA 2K14,PS4,2013,Sports,1.45,85,20,6.5,E
Hitman: HD Trilogy,X360,2013,Action,0.17,69,14,7.2,M
Sly Cooper: Thieves in Time,PSV,2013,Platform,0.25,75,15,8.2,E10+
LEGO City Undercover,WiiU,2013,Platform,1.1,80,66,8.2,E10+
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,0.13,64,5,6.6,E10+
Dragon's Crown,PSV,2013,Role-Playing,0.35,78,15,8.4,T
NCAA Football 14,X360,2013,Sports,1.09,77,18,5.8,E
Earth Defense Force 2025,PS3,2013,Shooter,0.35,69,28,7.5,M
Ride to Hell,PS3,2013,Racing,0.04,13,4,1,M
Just Dance 2014,PS4,2013,Misc,0.41,75,4,5.5,E10+
Assassin's Creed IV: Black Flag,PS4,2013,Action,2.85,83,29,7.8,M
Battlefield 4,PS4,2013,Shooter,3.59,85,18,6.9,M
Skylanders SWAP Force,3DS,2013,Platform,0.24,68,12,6.4,E10+
Call of Duty: Ghosts,PS4,2013,Shooter,3.83,78,49,3.7,M
LEGO Marvel Super Heroes,WiiU,2013,Action,0.74,82,8,8,E10+
Invizimals: The Lost Kingdom,PS3,2013,Action,0.02,50,16,5,E10+
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,0.27,69,21,6.6,T
Sonic Lost World,WiiU,2013,Platform,0.39,63,64,7.3,E10+
Watch Dogs,PS4,2014,Action,4.05,80,80,6.3,M
Omega Quintet,PS4,2014,Role-Playing,0.02,58,22,7.1,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,3.89,86,80,8.7,T
LEGO The Hobbit,XOne,2014,Action,0.27,69,20,6.8,E10+
Metal Gear Solid V: Ground Zeroes,PC,2014,Action,0.01,80,20,7.6,M
Far Cry 4,PS4,2014,Shooter,4.04,85,83,7.7,M
The Evil Within,PC,2014,Action,0.27,68,18,5.9,M
Lords of the Fallen,XOne,2014,Role-Playing,0.22,71,13,6.7,M
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,0.32,81,8,8.4,T
Madden NFL 15,PS4,2014,Sports,2.19,81,37,6.1,E
Terraria,XOne,2014,Action,0.04,84,5,7.7,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,0.22,62,11,7.3,T
Assassin's Creed: Unity,PS4,2014,Action,3.96,70,40,4.9,M
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,0.22,58,28,6.8,M
Ultimate NES Remix,3DS,2014,Action,0.27,69,16,7.6,E
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,0.02,81,34,9,T
EA Sports UFC,XOne,2014,Sports,0.47,70,23,6.3,T
Murdered: Soul Suspect,PS4,2014,Action,0.32,59,60,6.9,M
GRID Autosport,PC,2014,Racing,0.02,78,35,6.2,E
Destiny,XOne,2014,Shooter,3.37,75,11,5.5,T
LEGO The Hobbit,X360,2014,Action,0.45,70,4,8.7,E10+
Assassin's Creed: Unity,XOne,2014,Action,3.5,72,59,4.1,M
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,0.02,78,11,7.8,E10+
FIFA 15,PS4,2014,Sports,6.08,82,47,5.7,E
Halo: The Master Chief Collection,XOne,2014,Shooter,3.23,85,69,7.2,M
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,0.31,54,32,5.3,T
Sonic Boom: Shattered Crystal,3DS,2014,Action,0.29,47,21,6.3,E
Don Bradman Cricket 14,PS3,2014,Sports,0.01,73,5,6.9,E
Rayman Legends,XOne,2014,Platform,0.34,91,6,7.9,E10+
Borderlands: The Pre-Sequel,PC,2014,Shooter,0.29,75,55,6.2,M
Trials Fusion,XOne,2014,Racing,0.24,80,28,7.1,E10+
Infamous: First Light,PS4,2014,Action,0.03,73,70,7.5,T
Onechanbara Z2: Chaos,PS4,2014,Action,0.24,57,40,6.5,M
Tour de France 2014,PS4,2014,Sports,0.03,53,9,5.1,E
inFAMOUS: Second Son,PS4,2014,Action,2.79,80,90,7.9,T
Mario Kart 8,WiiU,2014,Racing,7.09,88,82,9.1,E
Middle-Earth: Shadow of Mordor,PC,2014,Action,0.35,84,17,8,M
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,0.43,73,26,7.5,T
Samurai Warriors 4,PS4,2014,Action,0.24,76,31,8.1,T
Lego Batman 3: Beyond Gotham,XOne,2014,Action,0.43,74,25,7.1,E10+
The Golf Club,XOne,2014,Sports,0.03,64,15,5.4,E
MLB 14: The Show,PS3,2014,Sports,0.43,81,26,6.8,E
Call of Duty: Advanced Warfare,XOne,2014,Shooter,5.27,81,53,5.4,M
NBA Live 15,PS4,2014,Sports,0.23,59,24,5.6,E
Grand Theft Auto V,XOne,2014,Action,5.48,97,14,7.9,M
Trials Fusion,PC,2014,Racing,0.03,80,12,6.8,E10+
Story of Seasons,3DS,2014,Simulation,0.42,76,39,8.2,E10+
Divinity: Original Sin,PC,2014,Role-Playing,0.02,87,59,8.7,M
Destiny,PS4,2014,Shooter,5.64,76,95,6.1,T
Trials Fusion,PS4,2014,Racing,0.42,79,51,7.2,E10+
Just Dance 2015,PS4,2014,Misc,0.39,72,8,5.8,E10+
Sniper Elite 3,XOne,2014,Shooter,0.35,63,12,6.6,M
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,0.3,67,28,7.6,T
2014 FIFA World Cup Brazil,X360,2014,Sports,0.42,74,29,4.4,E
Fossil Fighters: Frontier,3DS,2014,Role-Playing,0.36,57,25,4.8,E10+
Wii Sports Club,WiiU,2014,Sports,0.38,68,21,7,E10+
Call of Duty: Advanced Warfare,PS4,2014,Shooter,7.66,83,39,5.7,M
NBA 2K15,PS4,2014,Sports,2.45,83,50,7,E
Grand Theft Auto V,PS4,2014,Action,12.61,97,66,8.3,M
Soul Sacrifice Delta,PSV,2014,Action,0.22,82,24,8.4,M
One Piece: Unlimited World Red,PS3,2014,Action,0.28,71,28,7.3,T
Sacred 3,PC,2014,Role-Playing,0.02,57,47,1.4,M
NES Remix,WiiU,2014,Action,0.28,71,34,7.1,E
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,0.02,65,20,7.3,T
MX vs. ATV Supercross,PS3,2014,Racing,0.03,58,4,3.5,E
The Sims 4,PC,2014,Simulation,3.05,70,74,3.9,T
Wolfenstein: The New Order,PC,2014,Shooter,0.45,81,23,8.2,M
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,0.37,83,52,8.2,T
Lara Croft and the Temple of Osiris,PC,2014,Action,0.02,73,17,5.4,T
Watch Dogs,PC,2014,Action,0.45,77,18,4.7,M
Call of Duty: Advanced Warfare,PC,2014,Shooter,0.41,78,18,4.5,M
Tenkai Knights: Brave Battle,3DS,2014,Action,0.02,26,10,2.4,E10+
Sonic Boom: Rise of Lyric,WiiU,2014,Action,0.31,32,28,3.6,E10+
F1 2014,X360,2014,Racing,0.23,64,14,4.1,E
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,0.25,78,15,8.6,T
Castlevania: Lords of Shadow 2,PC,2014,Action,0.04,58,16,7.7,M
htoL#NiQ: The Firefly Diary,PSV,2014,Platform,0.01,58,16,7.7,T
F1 2014,PS3,2014,Racing,0.41,62,19,4.1,E
Skylanders: Trap Team,PS4,2014,Action,0.44,78,46,5.6,E10+
Toukiden Kiwami,PSV,2014,Action,0.23,82,5,8.6,T
NHL 15,XOne,2014,Sports,0.41,59,22,3.2,E10+
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,0.36,81,78,5.5,E10+
FIFA 15,PC,2014,Sports,0.28,82,9,4.2,E
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,0.29,76,13,5.4,M
Middle-Earth: Shadow of Mordor,PS4,2014,Action,2.96,84,85,8.1,M
Lords of the Fallen,PC,2014,Role-Playing,0.03,73,36,6.9,M
Titanfall,XOne,2014,Shooter,2.95,86,68,6.4,M
Pillars of Eternity,PC,2014,Role-Playing,0.02,89,71,8.3,M
FIFA 15,XOne,2014,Sports,2.18,82,33,5.4,E
Lego Batman 3: Beyond Gotham,PS4,2014,Action,0.93,73,43,7.1,E10+
The LEGO Movie Videogame,X360,2014,Action,1.27,69,8,7.2,E10+
Risen 3: Titan Lords,PS3,2014,Role-Playing,0.08,36,8,3.7,M
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,0.18,76,26,7.7,E10+
Wolfenstein: The New Order,PS4,2014,Shooter,1.55,79,73,8.1,M
Persona 4: Arena Ultimax,X360,2014,Fighting,0.08,85,15,7.4,T
Corpse Party: Blood Drive,PSV,2014,Adventure,0.18,60,19,7.4,M
MotoGP 14 ,PS4,2014,Racing,0.18,73,28,6.4,E
Alien: Isolation,PS4,2014,Shooter,1.13,79,50,8.1,M
Assassin's Creed: Unity,PC,2014,Action,0.55,70,10,3,M
Rayman Legends,PSV,2014,Platform,0.14,87,8,8.4,E10+
GRID Autosport,PS3,2014,Racing,0.18,75,35,6.8,E
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,0.08,65,5,5.6,E10+
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,1.52,83,77,8.9,E
Sunset Overdrive,XOne,2014,Shooter,1.14,81,89,7.7,M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,0.06,58,5,7.5,E10+
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,0.06,68,16,7.8,T
WWE 2K15,PS4,2014,Sports,1.15,62,44,5.1,T
Pro Evolution Soccer 2015,XOne,2014,Sports,0.14,79,9,7.3,E
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,0.69,76,65,7.4,E10+
Lost Dimension,PSV,2014,Role-Playing,0.08,72,28,8.3,T
Dark Souls II,PC,2014,Role-Playing,0.17,91,36,7.1,T
Project Spark,XOne,2014,Misc,0.17,73,26,7,E10+
Sniper Elite 3,PS4,2014,Shooter,0.68,67,41,7.1,M
Skylanders: Trap Team,WiiU,2014,Action,0.7,86,4,7.1,E10+
Tropico 5,X360,2014,Simulation,0.06,71,4,7.2,T
Persona 4: Arena Ultimax,PS3,2014,Fighting,0.14,84,38,8.1,T
Madden NFL 15,XOne,2014,Sports,1.57,80,19,6.4,E
Dynasty Warriors 8: Empires,PS4,2014,Action,0.19,63,30,7.5,T
Dark Souls II,X360,2014,Role-Playing,0.74,91,30,7.9,T
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,1.08,69,6,7.3,E10+
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,0.13,75,7,8.5,T
South Park: The Stick of Truth,PC,2014,Role-Playing,0.19,85,48,8.6,M
Dragon Age: Inquisition,PC,2014,Role-Playing,0.73,85,45,5.9,M
How to Train Your Dragon 2,WiiU,2014,Adventure,0.08,47,4,4.9,E10+
Just Dance 2015,WiiU,2014,Misc,0.73,75,6,6.6,E10+
The Golf Club,PS4,2014,Sports,0.08,66,11,6.3,E
The LEGO Movie Videogame,XOne,2014,Action,0.53,69,18,6.9,E10+
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,0.19,80,23,7.3,T
Just Dance 2015,XOne,2014,Misc,0.53,70,17,7.5,E10+
Murdered: Soul Suspect,PC,2014,Action,0.05,59,22,7.4,M
Enemy Front,PS3,2014,Shooter,0.05,43,12,6,M
Far Cry 4,XOne,2014,Shooter,1.63,82,15,7.5,M
Dance Central: Spotlight,XOne,2014,Misc,0.19,74,19,7,T
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,0.72,83,56,8.1,M
MLB 14: The Show,PS4,2014,Sports,0.72,83,17,7.7,E
Final Fantasy Explorers,3DS,2014,Role-Playing,0.54,69,57,7,E10+
Borderlands: The Pre-Sequel,X360,2014,Shooter,0.72,74,16,6.4,M
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,0.06,64,11,6.4,T
Shape Up,XOne,2014,Misc,0.18,58,6,8.3,E
Watch Dogs,XOne,2014,Action,1.57,78,15,5.8,M
Titanfall,PC,2014,Shooter,0.56,86,29,6.2,M
Pro Evolution Soccer 2015,PS4,2014,Sports,0.75,82,56,7.2,E
Wolfenstein: The New Order,XOne,2014,Shooter,0.68,79,18,7.8,M
The LEGO Movie Videogame,PS4,2014,Action,0.67,71,31,7.1,E10+
Escape Dead Island,X360,2014,Action,0.07,32,12,3.8,M
Titanfall,X360,2014,Shooter,1.36,83,21,5.9,M
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,0.16,66,13,8.2,T
Dark Souls II,PS3,2014,Role-Playing,1.27,91,69,8.1,T
NHL 15,PS4,2014,Sports,0.6,60,28,3.6,E10+
Fantasia: Music Evolved,XOne,2014,Misc,0.15,77,48,7.5,E10+
Terraria,PS4,2014,Action,0.07,83,4,7.9,T
Child of Light,PSV,2014,Role-Playing,0.07,83,14,7.8,E10+
Middle-Earth: Shadow of Mordor,XOne,2014,Action,1.35,87,12,8,M
Dragon Ball Z: Battle of Z,X360,2014,Fighting,0.07,53,17,5.1,T
Natural Doctrine,PSV,2014,Role-Playing,0.07,60,7,7.5,M
Assassin's Creed: Rogue,PS3,2014,Action,1.29,72,53,7.5,M
LEGO The Hobbit,PS4,2014,Action,0.6,72,47,6.6,E10+
Murdered: Soul Suspect,XOne,2014,Action,0.16,51,17,7,M
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,0.07,63,12,7,T
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,0.07,72,20,8.5,T
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,0.61,75,23,7.6,E10+
Kinect Sports Rivals,XOne,2014,Sports,0.6,60,53,5.1,E10+
Dynasty Warriors 8: Empires,XOne,2014,Action,0.07,58,10,6.8,T
The Crew,PC,2014,Racing,0.16,71,12,6.4,T
Wildstar,PC,2014,Role-Playing,0.16,82,52,7.4,T
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,0.16,67,23,7.8,T
2014 FIFA World Cup Brazil,PS3,2014,Sports,0.61,73,33,4.3,E
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,1.27,75,70,6.2,M
Far Cry 4,PC,2014,Shooter,0.63,80,17,6.7,M
Risen 3: Titan Lords,X360,2014,Role-Playing,0.06,44,8,4.4,M
WWE 2K15,XOne,2014,Sports,0.57,56,25,5.7,T
Alien: Isolation,PC,2014,Shooter,0.14,81,41,8.4,M
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.17,81,50,8.7,M
Samurai Warriors Chronicles 3,3DS,2014,Action,0.08,63,13,6.1,T
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,1.19,81,78,8.6,E
MX vs. ATV Supercross,X360,2014,Racing,0.06,48,10,4.8,E
The LEGO Movie Videogame,PC,2014,Action,0.06,68,7,6.8,E10+
Freedom Wars,PSV,2014,Role-Playing,0.65,73,39,8.3,T
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,0.15,90,4,7.8,T
Lost Dimension,PS3,2014,Role-Playing,0.07,71,18,7.3,T
Forza Horizon 2,XOne,2014,Racing,1.4,86,85,8.2,E10+
Borderlands 2,PSV,2014,Shooter,0.64,64,31,7.6,M
Hyrule Warriors,WiiU,2014,Action,1.23,76,81,8.3,T
The LEGO Movie Videogame,WiiU,2014,Action,0.64,68,5,7.7,E10+
One Piece: Unlimited World Red,WiiU,2014,Action,0.06,66,11,7.8,T
Samurai Warriors Chronicles 3,PSV,2014,Action,0.06,70,9,7.9,T
Yoshi's New Island,3DS,2014,Platform,1.38,64,71,6.1,E
Escape Dead Island,PS3,2014,Action,0.07,40,25,3.5,M
WWE 2K15,X360,2014,Sports,0.64,50,5,4,T
The Crew,XOne,2014,Racing,0.64,64,18,5.9,T
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,0.15,78,26,8,T
NASCAR '14,X360,2014,Racing,0.17,65,4,5.1,E
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,0.59,66,5,5.9,M
The Evil Within,XOne,2014,Action,0.67,79,24,7.3,M
Sacred 3,X360,2014,Role-Playing,0.05,51,11,4.1,M
Borderlands: The Pre-Sequel,PS3,2014,Shooter,0.61,77,24,6.3,M
Yaiba: Ninja Gaiden Z,PS3,2014,Action,0.09,43,46,4.5,M
Sacred 3,PS3,2014,Role-Playing,0.1,56,13,3.4,M
Alien: Isolation,XOne,2014,Shooter,0.51,78,24,7.8,M
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,0.21,72,35,8.4,M
Watch Dogs,WiiU,2014,Action,0.13,62,15,6.4,M
Yaiba: Ninja Gaiden Z,X360,2014,Action,0.05,50,20,5.3,M
The Evil Within,PS4,2014,Action,1.79,75,65,7.3,M
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,0.04,80,20,8.1,T
The Wolf Among Us,PS4,2014,Adventure,0.21,83,6,8.4,M
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,0.09,59,11,6.3,E10+
Enemy Front,X360,2014,Shooter,0.04,35,8,5.8,M
Castlevania: Lords of Shadow 2,X360,2014,Action,0.09,70,22,7.8,M
Natural Doctrine,PS4,2014,Role-Playing,0.1,53,31,6,M
LittleBigPlanet 3,PS4,2014,Platform,1.91,79,78,7.1,E
The Elder Scrolls Online,PC,2014,Role-Playing,0.9,71,64,5.7,M
Digimon All-Star Rumble,PS3,2014,Fighting,0.09,49,12,5.8,E10+
J Stars Victory Vs.,PSV,2014,Fighting,0.21,74,5,7.9,T
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,0.11,60,7,6.5,E10+
Tropico 5,PC,2014,Simulation,0.12,75,51,7,T
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,0.11,67,58,7.6,M
Child of Light,PS4,2014,Role-Playing,0.05,82,46,8,E10+
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,0.11,71,20,6.8,T
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,0.11,66,7,7.5,T
Deception IV: Blood Ties,PS3,2014,Action,0.11,70,19,8.2,M
Kirby: Triple Deluxe,3DS,2014,Platform,1.83,80,68,8.8,E
Assassin's Creed: Rogue,X360,2014,Action,1.01,72,32,7.3,M
Rayman Legends,PS4,2014,Platform,1.01,90,16,8.5,E10+
MLB 14: The Show,PSV,2014,Sports,0.11,68,6,7,E
Mario Golf: World Tour,3DS,2014,Sports,0.48,78,73,8.2,E
DriveClub,PS4,2014,Racing,2.07,71,85,6.1,E
NBA Live 15,XOne,2014,Sports,0.21,53,9,6.8,E
Samurai Warriors 4,PSV,2014,Action,0.11,76,5,8.6,T
NASCAR '14,PS3,2014,Racing,0.11,67,7,4.6,E
F1 2014,PC,2014,Racing,0.1,61,20,4.8,E
Lara Croft and the Temple of Osiris,PS4,2014,Action,0.09,74,40,6.7,T
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,0.1,66,25,7.3,M
Dragon Age: Inquisition,PS4,2014,Role-Playing,2.01,89,43,7.4,M
The LEGO Movie Videogame,PS3,2014,Action,0.93,80,5,6.8,E10+
Pokemon Art Academy ,3DS,2014,Misc,0.49,76,22,7.7,E
Deception IV: Blood Ties,PSV,2014,Action,0.13,67,19,7.5,M
South Park: The Stick of Truth,PS3,2014,Role-Playing,0.92,85,31,8.5,M
One Piece: Unlimited World Red,PSV,2014,Action,0.13,67,4,7.8,T
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,0.13,68,24,7.1,T
South Park: The Stick of Truth,X360,2014,Role-Playing,0.92,82,33,8.4,M
Bound By Flame,PS4,2014,Role-Playing,0.19,53,40,5.9,M
Bayonetta 2,WiiU,2014,Action,0.76,91,80,8.2,M
God of War Collection,PSV,2014,Action,0.2,73,28,7.4,M
Risen 3: Titan Lords,PC,2014,Role-Playing,0.09,65,49,5.7,M
Dragon Age: Inquisition,XOne,2014,Role-Playing,0.93,85,28,6.9,M
NBA 2K15,XOne,2014,Sports,1.72,82,9,6.3,E
WWE 2K15,PS3,2014,Sports,0.78,55,5,3.1,T
EA Sports UFC,PS4,2014,Sports,1.05,70,57,6.1,T
The Crew,PS4,2014,Racing,1.72,61,60,5.4,T
World of Warcraft: Warlords of Draenor,PC,2014,Action,0.47,87,49,5.9,T
Castlevania: Lords of Shadow 2,PS3,2014,Action,0.2,63,55,7.8,M
Lords of the Fallen,PS4,2014,Role-Playing,0.52,68,45,6.6,M
GRID Autosport,X360,2014,Racing,0.09,75,15,6,E
The Crew: Wild Run,PS4,2015,Action,0.1,73,13,6.8,T
Legend of Kay Anniversary,WiiU,2015,Action,0.01,67,9,7.1,E10+
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,0.33,61,32,6.6,T
Shovel Knight,WiiU,2015,Platform,0.1,88,24,8.3,E
God Eater 2: Rage Burst,PS4,2015,Role-Playing,0.11,69,35,8,T
Pro Evolution Soccer 2016,XOne,2015,Sports,0.11,85,14,6.2,E
Evolve,PS4,2015,Shooter,0.96,76,46,4.3,M
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,0.01,70,26,7.4,E
NBA 2K16,PS4,2015,Sports,3.88,87,51,6.7,E10+
Rory McIlroy PGA Tour,XOne,2015,Action,0.27,60,26,4.3,E
Rock Band 4,PS4,2015,Misc,0.38,78,51,6.3,T
Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,1.25,69,44,8.8,E
Final Fantasy XIV: Heavensward,PS4,2015,Action,0.13,86,20,7.6,T
Evolve,XOne,2015,Shooter,0.64,74,31,5.1,M
Assassin's Creed Syndicate,XOne,2015,Action,1.3,78,22,6.1,M
Legend of Kay Anniversary,PS4,2015,Action,0.03,62,22,6.4,E10+
Ride,XOne,2015,Racing,0.1,54,9,5.3,E
Project CARS,XOne,2015,Racing,0.26,81,16,5.8,E
MLB 15: The Show,PS4,2015,Sports,0.92,80,44,7.8,E
Assassin's Creed Syndicate,PS4,2015,Action,3.39,76,86,6.8,M
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,3.41,93,86,8.2,M
Saints Row: Gat out of Hell,XOne,2015,Action,0.01,65,16,6,M
Just Dance 2016,XOne,2015,Misc,0.32,66,10,6.1,E10+
Resident Evil: Revelations 2,PSV,2015,Action,0.1,65,12,7.8,M
Dying Light,XOne,2015,Action,1.29,74,26,7.8,M
Final Fantasy XIV: Heavensward,PC,2015,Action,0.02,86,14,7.7,T
Ultra Street Fighter IV,PS4,2015,Fighting,0.1,71,28,5.9,T
Fallout 4,PC,2015,Role-Playing,1.29,84,38,5.4,M
Resident Evil: Revelations 2,XOne,2015,Action,0.1,75,22,7.5,M
The Elder Scrolls Online,XOne,2015,Role-Playing,1.28,77,11,8.4,M
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,0.32,80,32,8.5,E10+
Just Cause 3,XOne,2015,Action,0.9,71,24,7,M
Tearaway Unfolded,PS4,2015,Platform,0.26,81,70,8.1,E
Persona 4: Dancing All Night,PSV,2015,Misc,0.32,76,51,8.6,T
LEGO Jurassic World,PS4,2015,Action,0.9,70,46,7,E10+
Grand Ages: Medieval,PS4,2015,Strategy,0.07,64,10,7.1,T
Grand Kingdom,PS4,2015,Role-Playing,0.07,78,33,8.1,T
Art Academy: Home Studio,WiiU,2015,Misc,0.01,82,9,8.3,E
NHL 16,PS4,2015,Sports,0.63,78,28,5.5,E10+
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,0.07,71,21,6.2,T
Wasteland 2,PC,2015,Role-Playing,0.1,81,65,7.3,M
WWE 2K16,PS4,2015,Sports,1.21,73,47,7.4,T
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,0.11,72,7,8.5,M
Battlefield: Hardline,XOne,2015,Shooter,1.21,71,27,5.1,M
Fallout 4,PS4,2015,Role-Playing,7.16,87,58,6.5,M
Dragon Ball: XenoVerse,XOne,2015,Fighting,0.32,67,18,7.2,T
Tony Hawk's Pro Skater 5,XOne,2015,Sports,0.12,39,18,2.1,T
Pokemon Rumble World,3DS,2015,Action,0.09,58,16,6.4,E10+
The Crew: Wild Run,XOne,2015,Action,0.02,65,5,6.6,T
Don Bradman Cricket 14,PS4,2015,Sports,0.12,76,4,7.4,E
Arslan: The Warriors of Legend,PS4,2015,Action,0.09,69,43,6.6,T
Pro Evolution Soccer 2016,PS4,2015,Sports,0.79,87,54,7.1,E
